1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1850,0.0,3.0,1,1261,0,572,772,2,2004.0,1850,0,16033,98.0,378.0,112,5,9,1833,2004,2005,326000
879,984.0,4.0,3,0,2,879,660,2,2006.0,1863,0,14054,58.0,0.0,17,5,7,879,2006,2006,219210
952,0.0,2.0,2,852,1,100,840,1,1988.0,952,1,7350,60.0,0.0,0,7,5,952,1951,1951,139000
1095,844.0,3.0,2,0,2,1095,1053,0,2006.0,1939,0,10728,84.0,0.0,51,5,8,1095,2006,2006,266000
1552,0.0,3.0,3,24,0,1528,782,1,2005.0,1552,0,10084,84.0,196.0,20,5,7,1552,2005,2006,212900
1582,0.0,4.0,3,812,3,812,390,1,1964.0,1582,1,36500,69.0,621.0,198,5,5,1624,1964,1964,190000
1490,1304.0,4.0,0,689,2,773,810,2,1995.0,2794,2,15138,174.0,506.0,146,5,8,1462,1995,1996,403000
1922,0.0,3.0,1,1249,0,673,676,2,2005.0,1922,0,14157,86.0,200.0,51,5,9,1922,2005,2006,377426
888,676.0,3.0,0,0,2,650,476,1,1980.0,1564,1,8400,70.0,130.0,50,6,6,650,1980,1981,171000
803,557.0,2.0,0,0,2,803,297,1,1951.0,1360,0,7200,60.0,0.0,65,6,5,803,1938,1995,125500
1216,639.0,4.0,0,444,3,550,325,1,1954.0,1855,1,9525,75.0,0.0,0,4,6,994,1954,1972,136900
1504,0.0,3.0,1,690,0,814,478,2,1996.0,1504,0,11883,73.0,196.0,66,5,7,1504,1996,1996,203000
694,600.0,3.0,0,0,2,0,0,1,1980.0,1294,1,10800,60.0,0.0,114,7,4,0,1900,2000,106250
944,896.0,3.0,0,666,0,278,622,0,2001.0,1840,0,12420,79.0,0.0,45,5,7,944,2001,2001,230000
1050,0.0,3.0,0,915,3,135,368,1,1961.0,1050,1,10659,69.0,0.0,319,6,5,1050,1961,1961,136500
1811,0.0,2.0,0,296,1,230,470,2,1956.0,1811,2,14115,90.0,0.0,0,7,6,1073,1956,2004,230000
438,0.0,1.0,0,290,3,0,246,1,1930.0,438,3,8400,60.0,0.0,0,5,2,290,1920,1950,60000
816,0.0,3.0,3,816,0,0,0,1,1980.0,816,1,11841,81.0,104.0,32,5,6,816,1990,1990,118500
948,0.0,3.0,0,0,2,948,300,1,1968.0,948,1,8978,69.0,0.0,0,5,5,948,1968,1968,108000
1442,0.0,3.0,0,0,2,1424,500,1,1990.0,1442,1,11851,99.0,0.0,34,5,7,1424,1990,1990,180500
859,319.0,2.0,2,0,2,859,384,0,1964.0,1178,1,8712,66.0,0.0,0,7,4,859,1900,1950,102776
1096,895.0,3.0,2,297,3,0,432,1,1977.0,1991,1,11275,69.0,480.0,0,7,6,854,1932,1950,220000
952,0.0,2.0,0,0,2,952,192,1,1916.0,952,3,8854,69.0,0.0,98,6,6,952,1916,1950,121000
778,0.0,2.0,0,403,1,212,924,1,1966.0,778,1,6900,71.0,0.0,25,6,5,740,1940,1955,120500
1476,677.0,3.0,2,904,0,536,736,2,2000.0,2153,2,11050,69.0,204.0,142,5,9,1440,2000,2000,313000
1150,0.0,3.0,0,179,1,465,300,0,1959.0,1150,1,7945,70.0,0.0,0,6,5,1150,1959,1959,141000
1097,896.0,4.0,0,416,3,409,495,0,1971.0,1993,1,14803,69.0,252.0,66,5,6,825,1971,1971,190000
2113,0.0,2.0,1,1696,0,413,839,2,1995.0,2113,0,10437,91.0,660.0,46,6,8,2109,1995,1995,350000
1392,0.0,3.0,0,1040,3,352,458,0,1957.0,1392,1,11900,80.0,387.0,0,5,6,1392,1957,1957,166000
334,0.0,1.0,0,0,2,0,0,1,1980.0,334,3,5000,50.0,0.0,0,3,1,0,1946,1950,39300
1014,730.0,3.0,0,402,4,594,457,0,1993.0,1744,0,9453,69.0,0.0,70,7,7,996,1993,2003,194500
1291,1230.0,5.0,0,837,1,105,576,1,1973.0,2521,1,3964,42.0,0.0,20,4,6,942,1973,1973,151400
939,574.0,4.0,2,0,2,939,180,1,1933.0,1513,1,6120,51.0,0.0,0,8,5,939,1920,2004,137500
1664,862.0,5.0,0,168,3,0,216,1,1916.0,2526,0,8520,60.0,0.0,15,7,6,714,1916,1950,136000
1210,1242.0,4.0,0,281,2,747,683,2,1998.0,2452,0,16226,66.0,0.0,50,5,8,1028,1998,1999,267000
864,0.0,3.0,0,191,1,673,463,1,1994.0,864,1,8120,70.0,0.0,0,7,4,864,1970,1970,124500
1370,1254.0,4.0,0,1128,4,242,864,1,1918.0,2624,1,22420,86.0,0.0,0,6,6,1370,1918,1950,239000
1537,0.0,3.0,0,0,2,1319,462,0,1962.0,1537,0,8400,80.0,237.0,36,9,6,1319,1962,2005,174000
698,728.0,3.0,0,535,4,155,440,2,1977.0,1426,1,7950,75.0,140.0,0,6,6,690,1977,1977,159500
1377,806.0,4.0,0,1002,0,0,786,1,1988.0,2183,0,13837,69.0,178.0,0,5,7,1204,1988,1988,229000
2364,0.0,3.0,1,2188,0,142,820,2,2009.0,2364,2,12919,100.0,760.0,67,5,9,2330,2009,2010,611657
1015,0.0,3.0,0,489,3,279,450,1,1925.0,1015,1,6120,51.0,0.0,0,7,5,768,1925,1950,88000
684,512.0,3.0,2,0,2,684,528,1,2005.0,1196,0,12354,67.0,0.0,46,8,6,684,1920,2000,110000
1232,0.0,2.0,3,724,0,508,632,1,2007.0,1232,0,7314,64.0,82.0,0,5,7,1232,2007,2007,194500
1795,0.0,3.0,0,0,2,1777,534,0,2002.0,1795,0,9742,75.0,281.0,159,5,8,1777,2002,2002,230000
520,600.0,2.0,0,0,2,600,480,0,2005.0,1200,0,3180,30.0,0.0,166,5,7,600,2005,2005,151000
768,664.0,2.0,0,0,2,264,360,1,1910.0,1432,1,9600,60.0,0.0,0,7,5,264,1910,2002,132000
1120,0.0,3.0,0,932,1,108,544,0,1961.0,1120,3,6970,85.0,0.0,0,5,4,1040,1961,1961,129000
1065,0.0,3.0,0,0,2,1065,461,1,1974.0,1065,1,8892,80.0,66.0,0,5,5,1065,1960,1960,126500
1294,0.0,3.0,0,1200,0,78,496,1,1991.0,1294,0,7153,69.0,88.0,51,5,6,1278,1991,1991,179200
1276,0.0,3.0,0,0,2,1276,350,1,1958.0,1276,1,9571,68.0,0.0,0,3,5,1276,1958,1958,60000
752,0.0,2.0,0,623,1,0,264,1,1984.0,752,1,7175,50.0,0.0,0,5,6,744,1984,1984,125000
796,0.0,2.0,0,0,2,796,0,1,1980.0,796,1,3636,40.0,0.0,0,4,4,796,1922,1950,55000
1182,1142.0,4.0,0,998,2,177,736,2,2005.0,2324,2,11924,85.0,286.0,21,5,9,1175,2005,2006,345000
1118,0.0,3.0,3,522,1,574,358,2,1977.0,1118,1,9880,76.0,0.0,0,6,6,1096,1977,1977,171000
1494,0.0,3.0,3,437,5,0,481,2,1995.0,1494,2,9549,30.0,0.0,30,5,8,1494,1995,1996,270000
1636,971.0,3.0,0,152,3,977,0,1,1980.0,3086,2,18030,138.0,0.0,0,6,5,1598,1946,1994,200500
961,406.0,4.0,0,241,3,229,384,1,1978.0,1367,1,8405,50.0,0.0,130,8,5,861,1900,1950,119000
1012,0.0,2.0,0,0,2,1012,308,1,1920.0,1012,1,8263,59.0,0.0,22,5,6,1012,1920,1950,118400
1689,0.0,3.0,3,0,2,1689,954,0,2007.0,1689,0,9849,83.0,0.0,56,6,7,1689,2007,2007,248328
1246,1044.0,4.0,0,0,2,777,560,1,1971.0,2290,1,11340,60.0,0.0,0,6,4,777,1885,1950,122500
672,0.0,2.0,0,0,2,0,0,1,1980.0,912,1,6240,52.0,0.0,0,5,4,0,1947,1950,80500
997,0.0,4.0,0,0,2,941,548,1,1958.0,1470,1,8172,60.0,0.0,0,6,4,941,1954,1972,135000
1098,0.0,3.0,0,902,1,196,260,1,1955.0,1098,1,7390,69.0,151.0,0,7,5,1098,1955,1955,135000
866,913.0,3.0,3,0,2,866,546,0,1998.0,1779,0,10400,80.0,0.0,36,5,7,866,1998,1998,197900
1575,626.0,4.0,3,0,2,697,432,1,1966.0,2201,0,19690,69.0,0.0,236,7,6,697,1966,1966,274970
630,0.0,1.0,3,131,4,0,0,1,1980.0,630,1,1936,21.0,0.0,0,6,4,630,1970,1970,84500
932,0.0,2.0,0,0,2,932,306,1,1950.0,932,0,8280,57.0,0.0,0,5,6,932,1950,1950,124000
1120,468.0,4.0,0,0,2,0,680,2,1991.0,1588,1,17120,80.0,0.0,59,4,4,0,1959,1959,134432
1170,1175.0,4.0,0,503,3,449,360,1,1932.0,2345,1,16560,80.0,0.0,0,8,6,952,1932,1950,239000
772,351.0,3.0,0,0,2,732,264,1,1979.0,1123,1,6060,50.0,0.0,0,5,4,732,1939,1950,100000
1218,0.0,2.0,0,27,0,1191,676,2,2009.0,1218,0,7862,75.0,0.0,102,5,6,1218,2009,2009,208300
838,0.0,2.0,2,210,3,0,275,2,1961.0,838,3,10267,55.0,0.0,0,7,6,816,1918,2000,130000
720,551.0,3.0,0,0,2,720,312,1,1948.0,1271,1,21286,115.0,0.0,0,5,5,720,1948,1950,135000
716,840.0,3.0,0,81,2,23,452,2,1980.0,1556,1,1950,24.0,0.0,0,6,6,716,1980,1980,151000
1310,1140.0,3.0,2,781,0,503,1069,2,1998.0,2450,0,16545,69.0,731.0,126,5,8,1284,1998,1998,340000
1282,1414.0,4.0,3,984,0,280,792,1,2007.0,2696,2,9965,77.0,220.0,184,5,7,1264,2007,2007,383970
886,0.0,2.0,0,0,2,190,273,1,1938.0,886,1,5784,50.0,0.0,20,8,5,190,1938,1996,91300
1788,0.0,3.0,3,0,2,1753,522,0,2001.0,1788,2,11838,69.0,0.0,151,5,8,1753,2001,2001,236500
520,623.0,2.0,0,0,2,600,480,0,2005.0,1223,0,2544,24.0,0.0,166,5,7,600,2005,2005,147400
1966,1174.0,4.0,0,0,2,1926,820,2,2009.0,3140,2,13518,104.0,860.0,78,5,9,1926,2008,2009,485000
1482,1092.0,3.0,0,0,2,1482,868,2,2007.0,2574,2,9588,69.0,270.0,148,5,8,1482,2007,2007,276000
918,765.0,3.0,0,226,5,192,440,0,1978.0,1683,1,11184,70.0,92.0,0,5,6,918,1978,1978,172500
520,600.0,2.0,0,0,2,600,480,0,2005.0,1200,0,3180,30.0,0.0,166,5,7,600,2005,2005,144152
1472,0.0,3.0,3,1036,0,336,588,1,1980.0,1472,1,14115,69.0,225.0,48,5,7,1372,1980,1980,187500
735,299.0,2.0,0,0,2,735,240,1,1940.0,1034,1,10134,60.0,0.0,39,6,5,735,1940,1950,109000
1496,0.0,3.0,3,0,2,1496,474,1,2007.0,1496,0,9158,76.0,140.0,130,5,8,1496,2007,2007,225000
1644,0.0,3.0,0,1285,0,131,418,2,1953.0,1644,1,9600,80.0,238.0,0,5,6,1416,1953,1953,167000
892,0.0,3.0,0,432,4,460,288,0,1967.0,892,1,7150,65.0,60.0,0,5,5,892,1967,1967,100000
909,807.0,2.0,0,0,2,880,512,0,1996.0,1716,0,8750,70.0,0.0,120,5,7,880,1996,1996,191000
910,0.0,4.0,0,507,3,403,720,1,2000.0,1385,1,8520,71.0,0.0,0,4,5,910,1952,1952,166000
1047,0.0,2.0,0,0,2,641,273,1,1954.0,1047,1,10800,60.0,0.0,0,7,4,641,1885,1995,100000
808,547.0,4.0,0,351,1,112,0,1,1980.0,1355,1,10106,62.0,0.0,0,7,5,644,1940,1999,127500
1294,0.0,2.0,3,0,2,1286,662,0,2006.0,1294,0,6762,64.0,0.0,55,5,7,1286,2006,2006,193879
1572,1096.0,3.0,3,1016,0,556,726,2,2003.0,2668,2,13688,110.0,664.0,0,5,9,1572,2003,2004,412500
1436,0.0,3.0,2,946,0,490,484,1,2004.0,1436,0,8450,65.0,266.0,98,5,7,1436,2004,2004,210000
1127,850.0,4.0,0,442,3,374,540,0,1964.0,1977,1,9500,100.0,272.0,52,6,6,816,1964,1978,165000
672,672.0,3.0,0,456,3,216,468,1,1964.0,1344,1,10690,59.0,0.0,128,7,5,672,1920,1997,147000
1440,0.0,3.0,0,678,4,762,467,2,1981.0,1440,0,12546,69.0,310.0,0,7,6,1440,1981,1981,182900
1268,0.0,2.0,0,540,5,728,244,2,1954.0,1268,1,7800,78.0,200.0,98,6,5,1268,1954,1954,132000
1071,1101.0,3.0,0,0,2,1063,947,0,2006.0,2172,0,14154,109.0,350.0,62,5,7,1063,2006,2006,280000
1136,768.0,3.0,0,180,3,676,240,1,1950.0,1904,1,7200,60.0,0.0,0,4,5,1208,1950,1982,138000
1516,651.0,3.0,1,125,5,36,518,0,1974.0,2167,0,17542,69.0,0.0,47,7,7,1192,1974,2003,294000
1277,0.0,2.0,1,778,0,499,526,1,1970.0,1277,1,10628,85.0,0.0,0,5,7,1277,1970,1970,167000
1339,0.0,3.0,0,1053,1,256,484,2,1990.0,1339,1,8049,50.0,54.0,58,5,7,1309,1990,1990,180000
1728,0.0,6.0,0,231,5,1497,576,1,1987.0,1728,1,13101,74.0,108.0,0,5,5,1728,1965,1965,142600
1561,0.0,2.0,0,1153,0,408,556,2,2005.0,1561,2,7313,60.0,246.0,47,5,9,1561,2005,2005,277500
806,766.0,3.0,0,0,2,806,373,2,1995.0,1572,1,10364,69.0,0.0,40,5,6,806,1995,1996,168000
894,1039.0,4.0,2,0,2,894,668,2,2007.0,1933,0,14598,86.0,74.0,18,5,6,894,2007,2007,214000
894,0.0,3.0,0,180,3,340,384,1,1966.0,894,1,7094,99.0,0.0,0,5,5,894,1966,1966,125000
1118,912.0,4.0,0,156,5,692,551,2,1976.0,2030,0,12046,69.0,298.0,224,6,6,848,1976,1976,195000
1440,1440.0,8.0,0,256,5,1184,0,1,1980.0,3395,3,10896,60.0,0.0,110,7,6,1440,1914,1995,200000
980,0.0,3.0,3,400,2,100,384,2,1967.0,980,1,9750,75.0,0.0,0,5,5,980,1967,1967,135500
1533,0.0,2.0,1,655,1,878,576,1,1975.0,1533,0,70761,62.0,0.0,54,5,7,1533,1975,1975,280000
372,720.0,3.0,0,0,2,0,0,1,1980.0,1092,3,5600,70.0,0.0,0,5,4,0,1930,1950,55000
672,546.0,3.0,0,317,4,355,264,1,1972.0,1218,1,1680,21.0,281.0,28,7,6,672,1972,1972,118000
1535,0.0,3.0,0,2,0,1515,532,0,2004.0,1535,0,10171,70.0,168.0,0,5,7,1517,2004,2004,214000
1065,846.0,3.0,0,380,2,397,471,0,1993.0,1911,0,9554,80.0,125.0,81,5,8,777,1993,1994,215000
939,858.0,3.0,3,0,2,939,639,1,2006.0,1797,0,9245,79.0,0.0,53,5,7,939,2006,2006,213500
1352,0.0,3.0,3,300,4,468,288,1,1958.0,1352,0,6930,92.0,120.0,0,4,5,1062,1958,1958,130000
1713,0.0,3.0,3,1088,0,625,856,2,2004.0,1713,2,9591,76.0,262.0,26,5,8,1713,2004,2005,274900
807,702.0,3.0,0,0,2,783,393,2,2003.0,1509,0,7875,63.0,0.0,75,5,7,783,2003,2003,180000
920,941.0,3.0,0,700,0,216,492,0,2002.0,1861,0,13450,95.0,0.0,91,5,7,916,2002,2002,200000
1836,0.0,3.0,2,1039,0,797,862,2,2004.0,1836,0,11362,107.0,42.0,185,5,8,1836,2004,2005,280000
894,0.0,3.0,0,894,1,0,552,1,1975.0,894,1,9800,70.0,0.0,0,7,5,894,1972,1972,149900
1128,0.0,2.0,0,812,5,124,286,1,1954.0,1128,1,9000,75.0,0.0,0,5,5,936,1954,1954,118000
894,0.0,3.0,0,553,0,224,336,1,1973.0,894,1,8450,65.0,0.0,144,8,5,894,1965,2009,138500
864,0.0,2.0,0,0,2,864,0,1,1980.0,864,1,4060,56.0,0.0,96,8,5,864,1922,1950,99900
1306,0.0,2.0,2,860,4,132,756,1,1968.0,1306,1,8712,64.0,0.0,0,7,5,992,1957,2000,153000
1584,0.0,4.0,0,0,2,1584,792,1,1967.0,1584,1,8944,65.0,0.0,152,5,5,1584,1967,1967,124000
1038,1060.0,3.0,2,0,2,1030,878,0,2005.0,2098,2,10240,80.0,178.0,52,5,8,1030,2005,2005,275500
941,888.0,3.0,0,483,0,458,613,0,2003.0,1829,0,9548,44.0,223.0,39,6,7,941,2003,2003,237000
2402,0.0,2.0,1,1767,0,788,672,2,2008.0,2402,2,15431,105.0,200.0,72,5,10,3094,2008,2008,555000
825,0.0,2.0,0,180,5,0,720,0,1963.0,825,1,8235,49.0,0.0,50,7,5,825,1955,1995,125000
1052,720.0,4.0,0,378,2,342,240,1,1939.0,2192,0,8400,60.0,0.0,24,8,5,720,1939,1997,179500
1486,0.0,3.0,0,637,4,849,480,2,1968.0,1486,1,9937,75.0,0.0,0,7,5,1486,1964,1999,167000
1079,840.0,3.0,3,0,2,1079,685,0,2006.0,1919,0,15611,120.0,0.0,51,5,8,1079,2006,2006,233230
848,0.0,1.0,1,662,0,186,420,2,2004.0,848,0,4438,69.0,169.0,0,5,6,848,2004,2004,144500
860,0.0,3.0,0,0,2,860,565,0,2004.0,1720,0,11645,89.0,0.0,70,5,7,860,2004,2004,196500
1728,0.0,6.0,0,1332,3,396,504,1,1963.0,1728,1,9100,70.0,336.0,0,5,5,1728,1963,1963,125000
707,707.0,3.0,3,0,2,707,403,2,2004.0,1414,0,9056,74.0,0.0,35,5,8,707,2004,2004,178000
1431,0.0,3.0,1,371,0,728,296,0,1962.0,1431,1,9150,101.0,305.0,110,5,6,1099,1962,1962,165000
1265,0.0,3.0,1,633,1,586,502,0,1965.0,1265,0,9350,85.0,0.0,92,8,5,1219,1965,1999,179900
1425,0.0,3.0,0,490,2,935,576,0,1964.0,1425,1,10175,100.0,272.0,0,5,6,1425,1964,1964,180500
1160,448.0,3.0,0,264,4,712,216,1,1925.0,1608,0,6171,51.0,0.0,16,6,6,976,1925,1990,137450
1402,0.0,2.0,3,0,2,1258,648,2,2006.0,1402,0,3922,53.0,72.0,16,5,7,1258,2006,2007,194201
1281,457.0,4.0,0,0,2,715,368,1,1920.0,1738,1,12513,69.0,0.0,0,4,4,715,1920,2007,104900
958,620.0,3.0,0,403,4,238,240,1,1941.0,1578,3,9490,79.0,0.0,0,7,6,806,1941,1950,133000
1056,0.0,0.0,0,1056,0,0,576,1,1980.0,1056,1,6979,64.0,0.0,56,5,6,1056,1980,1980,144000
825,587.0,4.0,0,0,2,780,280,1,1939.0,1412,1,6000,50.0,0.0,0,6,6,780,1939,1950,132500
682,548.0,2.0,0,0,2,440,440,1,1966.0,1230,1,10440,60.0,0.0,0,6,5,440,1910,1981,110000
904,0.0,1.0,1,350,4,333,0,1,1980.0,904,3,10020,69.0,0.0,0,1,1,683,1922,1950,61000
897,439.0,3.0,0,637,3,0,570,1,1994.0,1336,1,11040,60.0,0.0,47,6,4,637,1920,1950,108000
935,0.0,3.0,0,560,4,0,288,1,1965.0,935,1,13526,69.0,114.0,0,6,5,935,1965,1965,137000
846,846.0,3.0,3,0,2,846,650,0,2009.0,1692,0,13159,83.0,0.0,114,5,7,846,2009,2009,224500
1720,0.0,3.0,0,919,0,801,527,2,1996.0,1720,0,10593,59.0,338.0,56,5,7,1720,1996,1996,260400
575,560.0,3.0,0,350,1,0,576,0,1971.0,1135,0,7200,60.0,0.0,0,9,7,560,1936,2007,155000
901,900.0,3.0,0,0,2,893,800,1,2005.0,1801,0,10463,72.0,0.0,116,5,8,893,2005,2005,239900
1992,876.0,4.0,3,240,0,1752,716,2,2005.0,2868,2,16056,85.0,208.0,108,5,9,1992,2005,2006,556581
1728,0.0,4.0,1,936,3,396,574,1,1976.0,1728,1,12640,55.0,0.0,0,5,6,1728,1976,1976,150900
1559,0.0,3.0,0,338,3,1221,812,1,1948.0,1559,1,8100,90.0,0.0,116,6,5,1559,1948,1973,153500
1478,0.0,3.0,0,189,1,628,442,0,1957.0,1478,1,8400,70.0,0.0,0,3,6,1478,1957,1957,156500
1779,0.0,3.0,2,306,1,372,454,1,1955.0,1779,1,17920,102.0,0.0,418,4,5,1763,1955,1974,170000
1133,1349.0,4.0,1,0,2,1094,642,2,2005.0,2482,0,12665,88.0,245.0,39,5,8,1094,2005,2006,281213
764,0.0,2.0,0,0,2,680,504,1,1965.0,764,1,5232,30.0,0.0,0,5,5,680,1925,2004,73000
747,0.0,1.0,2,0,2,600,528,1,1953.0,747,1,5825,52.0,108.0,0,5,4,600,1926,1953,79900
912,514.0,3.0,0,0,2,912,216,1,1925.0,1426,0,7642,55.0,0.0,240,8,7,912,1918,1998,189950
600,600.0,2.0,0,0,2,600,480,0,2004.0,1200,0,3182,30.0,0.0,172,5,7,600,2004,2005,151000
483,504.0,3.0,0,162,1,321,264,1,1972.0,987,0,1680,21.0,510.0,0,8,6,483,1972,2007,118000
832,0.0,2.0,0,0,2,832,528,1,1962.0,832,0,7227,59.0,0.0,0,6,6,832,1954,1954,105500
894,0.0,3.0,3,182,5,0,308,1,1976.0,894,1,10650,75.0,0.0,0,6,5,894,1976,1976,128200
1336,0.0,2.0,2,841,4,324,375,1,1953.0,1336,1,15750,90.0,56.0,0,5,5,1165,1953,1953,157000
1190,900.0,3.0,2,828,0,180,577,2,1984.0,2090,0,5062,69.0,0.0,0,5,7,1190,1984,1984,207500
1235,0.0,2.0,0,600,3,635,480,1,1961.0,1235,1,8500,85.0,203.0,0,3,5,1235,1961,1961,98600
1158,1218.0,4.0,3,0,2,1158,853,0,2005.0,2376,0,14215,101.0,380.0,154,5,8,1158,2005,2006,325300
1128,445.0,3.0,0,0,2,1078,360,1,1930.0,1573,1,6240,52.0,0.0,0,7,5,1078,1930,1992,162900
816,0.0,3.0,1,546,1,270,264,1,1982.0,816,1,8314,76.0,0.0,0,7,5,816,1982,1982,124500
1128,903.0,3.0,0,804,0,324,577,1,2002.0,2031,0,9473,75.0,0.0,211,5,8,1128,2002,2002,237000
774,656.0,3.0,0,250,0,134,400,2,2000.0,1430,1,7750,69.0,0.0,0,5,7,384,2000,2000,180000
1652,0.0,2.0,1,1480,0,120,482,1,2008.0,1652,0,5587,64.0,186.0,53,5,8,1600,2008,2008,392500
860,704.0,3.0,0,275,3,429,234,1,1941.0,1564,3,12000,75.0,0.0,0,7,7,704,1941,1950,174500
864,0.0,2.0,0,167,3,697,572,1,1957.0,864,1,8172,60.0,0.0,0,7,5,864,1955,1990,115000
900,0.0,3.0,2,234,2,180,576,1,2005.0,900,0,7200,60.0,0.0,32,7,5,900,1951,2000,134800
1445,689.0,5.0,0,0,2,844,441,1,1930.0,2134,0,11888,69.0,0.0,60,6,6,844,1916,1994,214500
1629,0.0,3.0,0,1124,0,1603,880,1,2003.0,1629,0,10655,85.0,296.0,0,5,8,3206,2003,2004,284000
1580,886.0,4.0,0,0,2,1580,610,0,2004.0,2466,0,11143,102.0,0.0,214,5,8,1580,2004,2005,340000
1241,0.0,1.0,0,1106,0,135,569,1,2007.0,1241,0,4274,35.0,0.0,116,5,7,1241,2006,2007,199900
1337,0.0,2.0,0,1201,0,36,405,2,1998.0,1337,1,4500,32.0,443.0,199,5,6,1237,1998,1998,153500
832,384.0,2.0,0,442,3,390,336,1,1947.0,1216,1,8480,80.0,0.0,0,5,5,832,1947,1950,118500
936,0.0,2.0,0,248,4,448,308,2,1956.0,936,1,5868,74.0,0.0,0,7,5,936,1956,2000,129000
1548,1066.0,4.0,0,956,1,384,624,0,1974.0,2614,1,10800,90.0,0.0,243,7,6,1522,1974,1997,240000
848,0.0,3.0,2,662,0,186,420,0,2004.0,848,0,4435,37.0,169.0,0,5,6,848,2004,2004,155900
697,672.0,3.0,0,551,4,121,300,1,1930.0,1369,1,6629,54.0,0.0,0,6,6,672,1925,1950,103600
1314,0.0,2.0,0,904,0,410,626,1,2008.0,1314,0,5001,34.0,166.0,62,5,7,1314,2007,2008,230000
926,0.0,3.0,0,234,5,0,484,1,1974.0,1316,1,5500,50.0,0.0,0,7,5,926,1929,2001,130000
1142,793.0,3.0,0,0,2,793,550,0,1976.0,1935,1,12384,69.0,233.0,113,7,7,793,1976,1976,197900
1195,644.0,4.0,0,0,2,1195,486,2,1998.0,1839,1,16770,58.0,30.0,81,5,7,1195,1998,1998,221000
747,0.0,2.0,0,0,2,747,220,1,1945.0,747,1,4608,47.0,0.0,0,6,4,747,1945,1950,80000
1661,0.0,3.0,3,831,4,161,377,0,1955.0,1661,0,9600,80.0,0.0,28,6,6,992,1955,1996,165500
729,0.0,2.0,0,0,2,270,0,1,1980.0,729,1,4130,56.0,0.0,0,6,3,270,1935,2003,52000
1391,0.0,2.0,2,16,2,1375,530,1,2004.0,1391,0,4282,59.0,0.0,158,5,7,1391,2004,2004,196000
774,0.0,3.0,0,544,3,0,0,1,1980.0,774,0,4270,70.0,0.0,0,6,3,544,1931,2006,79000
1056,0.0,3.0,0,480,4,108,260,1,1954.0,1056,1,9250,80.0,0.0,0,7,5,1056,1954,2005,139400
1542,1330.0,4.0,0,896,1,434,619,2,1977.0,2872,1,12227,69.0,424.0,282,7,6,1330,1977,1995,272000
864,0.0,2.0,0,612,3,252,300,1,2008.0,864,1,9100,70.0,0.0,0,6,6,864,1959,1959,127500
672,546.0,3.0,0,0,2,672,0,1,1980.0,1218,1,1680,21.0,236.0,0,5,6,672,1971,1971,91500
707,682.0,3.0,0,0,2,651,240,1,1947.0,1389,1,3378,60.0,0.0,0,8,7,651,1946,1992,135000
1670,0.0,3.0,0,0,2,1670,690,0,2006.0,1670,0,14859,50.0,27.0,60,5,7,1670,2006,2006,240000
872,521.0,3.0,0,0,2,816,300,1,1955.0,1393,1,16466,59.0,0.0,0,7,5,816,1955,1955,135500
1077,0.0,2.0,0,851,0,140,205,0,1939.0,1077,1,7420,50.0,0.0,4,6,5,991,1939,1950,118000
1296,0.0,2.0,0,0,2,0,516,1,1967.0,1296,1,10791,72.0,0.0,0,5,4,0,1967,1967,90000
1212,0.0,3.0,0,0,2,1212,573,0,2001.0,1212,0,9100,70.0,0.0,0,5,7,1212,2001,2001,178000
970,739.0,3.0,0,0,2,970,380,1,2004.0,1709,0,2522,24.0,50.0,40,5,6,970,2004,2006,130000
686,564.0,3.0,0,0,2,686,280,1,1955.0,1250,3,8248,45.0,0.0,0,7,5,686,1918,1950,116000
816,0.0,3.0,0,641,1,175,264,1,1982.0,816,0,6600,60.0,0.0,0,9,5,816,1982,2008,130500
1144,0.0,3.0,0,572,3,572,456,1,1961.0,1144,1,7875,75.0,136.0,0,6,5,1144,1961,1961,139950
536,576.0,3.0,0,129,3,175,336,1,1976.0,1112,1,2592,36.0,0.0,0,3,5,536,1976,1976,85000
1149,1141.0,4.0,2,0,2,1128,779,1,2002.0,2290,0,11250,69.0,0.0,0,5,8,1128,2002,2002,255900
992,873.0,3.0,0,735,0,257,839,1,2000.0,1865,0,10316,69.0,0.0,184,5,7,992,2000,2000,235000
960,0.0,0.0,3,648,0,0,364,1,1965.0,960,1,10246,69.0,0.0,0,9,4,648,1965,2001,145000
894,0.0,3.0,0,492,4,402,450,1,1968.0,894,1,8724,109.0,0.0,0,5,5,894,1968,1968,129000
944,0.0,2.0,0,0,2,0,528,1,1956.0,944,3,10206,74.0,0.0,0,3,3,0,1952,1952,82000
959,712.0,3.0,0,786,0,173,472,2,2000.0,1671,1,10852,58.0,0.0,38,5,6,959,2000,2000,173000
1079,874.0,3.0,3,985,0,595,501,2,1992.0,1953,0,53107,69.0,0.0,231,5,6,1580,1992,1992,240000
1258,0.0,3.0,0,656,1,602,528,1,1971.0,1258,0,11040,80.0,144.0,0,7,6,1258,1971,2004,145000
1342,0.0,3.0,0,251,3,491,457,1,1967.0,1342,1,9790,69.0,0.0,0,5,6,1372,1967,1967,161500
